id,fecha,medio_transporte,empresa_bus,linea_metro,barrio,review_text,rating,tiempo_espera_min,duracion_viaje_min,likes,respuestas,satisfaccion
67c8bced,2025-01-13 03:59:00,Red Bus,Vule,Desconocido,Conchalí,"La señalética estaba clara, recomiendo la ruta",5.0,8,38,5,0,Positivo
0aef3130,2024-02-26 00:27:00,Metro,Desconocido,L3,Conchalí,"Tomé trolebús en renca, el metro estaba limpio",4.0,13,27,7,0,Positivo
6f41a4f8,2024-02-15 09:42:00,Bus Interurbano,Redbus,Desconocido,La Florida,Los asientos estaban disponibles,5.0,9,33,6,1,Positivo
5a0ffb39,2024-07-27 06:56:00,Metrotren,Desconocido,Desconocido,Las Condes,"Tomé metro en las condes, en hora punta mañana con clima viento, demora excesiva, deberían mejorar el servicio",1.0,22,45,7,1,Negativo
685de5f7,2024-05-10 05:49:00,Metro,Desconocido,L4A,La Pintana,"Viajé por trolebús, la señalética estaba clara, recomiendo la ruta",4.0,6,36,5,1,Positivo
1fd22ed1,2024-06-28 12:18:00,Trolebús,Desconocido,Desconocido,Recoleta,"Tomé metrotren en quilicura, en hora punta mañana con clima nublado, hubo fiscalización",3.0,6,24,4,1,Neutro
ee4fc8ca,2025-02-13 13:23:00,Trolebús,Desconocido,Desconocido,La Pintana,"En hora punta tarde con clima soleado, el tiempo de espera fue bajo",5.0,5,26,9,0,Positivo
e8b07d76,2025-03-22 10:34:00,Metro,Desconocido,L1,La Pintana,"Viajé por trolebús, en hora punta mañana con clima viento, la señalética estaba clara",4.0,3,33,10,2,Positivo
7f6e13ec,2025-06-14 04:48:00,Trolebús,Desconocido,Desconocido,Recoleta,"Viajé por metrotren, poca frecuencia",2.0,24,16,7,1,Negativo
ef76fd74,2025-03-23 18:23:00,Metrotren,Desconocido,Desconocido,Conchalí,"En hora punta tarde con clima nublado, me tocó ir de pie parte del trayecto",3.0,13,43,3,2,Neutro
8d654668,2025-03-23 22:59:00,Metrotren,Desconocido,Desconocido,Renca,"Viajé por metrotren, en hora punta tarde con clima nublado, la aplicación funcionó perfecto",4.0,8,39,6,1,Positivo
77db6d0c,2025-02-27 11:06:00,Trolebús,Desconocido,Desconocido,Santiago Centro,"Tomé bus interurbano en recoleta, en hora punta mañana con clima soleado, la ruta fue rápida",4.0,8,25,7,0,Positivo
9fe8b7f3,2024-07-06 17:40:00,Bus Interurbano,Stp,Desconocido,Santiago Centro,"Viajé por red bus, en hora punta mañana con clima lluvia, los asientos estaban disponibles, recomiendo la ruta",4.0,7,35,5,0,Positivo
a17e1285,2025-05-03 20:06:00,Metro,Desconocido,L6,Lo Barnechea,Desconocido,5.0,15,42,4,1,Positivo
e2c75985,2024-06-15 03:56:00,Bus Interurbano,Alsacia,Desconocido,Providencia,"En mediodía con clima lluvia, me tocó ir de pie parte del trayecto",3.0,12,28,2,0,Neutro
f467de86,2025-05-18 03:11:00,Metro,Desconocido,L4,Lo Barnechea,"Viajé por red bus, los asientos estaban disponibles",5.0,5,43,0,0,Positivo
3a9dafa1,2025-02-01 21:07:00,Trolebús,Desconocido,Desconocido,Puente Alto,"Tomé metro en macul, en mediodía con clima nublado, mal olor en el vagón",2.0,21,33,1,0,Negativo
a9867c70,2024-04-27 18:06:00,Trolebús,Desconocido,Desconocido,Las Condes,"Viajé por metrotren, bajó mucha gente en la estación",3.0,7,35,5,0,Neutro
8814c2b3,2025-01-29 00:40:00,Red Bus,Vule,Desconocido,Las Condes,"Viajé por metro, en hora punta tarde con clima soleado, la aplicación funcionó perfecto, recomiendo la ruta",4.0,9,27,5,0,Positivo
2abf8653,2025-03-30 07:14:00,Bus Interurbano,Stp,Desconocido,Ñuñoa,"Viajé por trolebús, hubo fiscalización",3.0,11,36,0,0,Neutro
0198d1f6,2024-07-12 23:34:00,Bus Interurbano,Metbus,Desconocido,Conchalí,"Tomé metrotren en recoleta, en mediodía con clima lluvia, la aplicación funcionó perfecto",4.0,13,21,7,1,Positivo
e0e71dbd,2025-06-22 23:34:00,Trolebús,Desconocido,Desconocido,La Pintana,Desconocido,2.0,13,37,9,1,Negativo
7b50ff14,2024-05-08 16:01:00,Bus Interurbano,Alsacia,Desconocido,Macul,"En noche con clima nublado, ruidos molestos",1.0,18,27,1,0,Negativo
a025244a,2025-01-24 22:38:00,Trolebús,Desconocido,Desconocido,La Pintana,"En hora punta tarde con clima soleado, poca frecuencia, deberían mejorar el servicio",2.0,23,46,5,1,Negativo
18dae4f5,2024-07-20 07:31:00,Metrotren,Desconocido,Desconocido,Recoleta,"Tomé bus interurbano en estación central, en mediodía con clima viento, el bus se saltó la parada, deberían mejorar el servicio",1.0,19,38,6,0,Negativo
c8e6395f,2025-04-30 08:26:00,Metro,Desconocido,L6,Macul,"Viajé por trolebús, me sentí seguro durante el viaje",4.0,4,17,6,1,Positivo
dea363d7,2025-05-02 05:24:00,Bus Interurbano,Vule,Desconocido,Quilicura,"Tomé bus interurbano en san bernardo, en mediodía con clima soleado, el aire acondicionado estaba adecuado",5.0,6,37,6,1,Positivo
0a694a4a,2024-04-21 06:20:00,Metrotren,Desconocido,Desconocido,La Pintana,"Viajé por metrotren, en hora punta tarde con clima nublado, ruidos molestos",1.0,14,25,10,3,Negativo
2598300a,2024-07-22 00:30:00,Bus Interurbano,Metbus,Desconocido,Cerrillos,"Tomé trolebús en maipú, en hora punta mañana con clima soleado, mucha aglomeración",2.0,23,41,4,1,Negativo
3bffbc83,2024-01-29 08:35:00,Red Bus,Subus,Desconocido,Santiago Centro,"Viajé por bus interurbano, en noche con clima soleado, hubo un leve retraso",3.0,7,31,2,0,Neutro
a9aba012,2024-04-13 15:53:00,Red Bus,Stp,Desconocido,Ñuñoa,"Viajé por metro, en mediodía con clima viento, hubo una detención prolongada sin explicación",1.0,11,34,1,2,Negativo
918ffe84,2024-10-21 05:48:00,Metro,Desconocido,L4A,Renca,"Viajé por metro, en noche con clima lluvia, muy buen servicio",3.0,8,51,0,2,Neutro
ef4e8177,2024-11-10 18:32:00,Trolebús,Desconocido,Desconocido,Estación Central,Me sentí inseguro por discusión entre pasajeros,2.0,21,43,8,2,Negativo
3324acf9,2025-01-25 10:14:00,Trolebús,Desconocido,Desconocido,Pedro Aguirre Cerda,"Viajé por red bus, el chofer manejaba brusco",2.0,14,25,9,1,Negativo
8a0defd7,2024-10-23 06:22:00,Metrotren,Desconocido,Desconocido,Huechuraba,"Viajé por bus interurbano, en mediodía con clima lluvia, el metro estaba limpio",4.0,9,33,3,0,Positivo
fc0a0b81,2024-10-02 19:32:00,Metrotren,Desconocido,Desconocido,Cerrillos,"En hora punta tarde con clima viento, el aire acondicionado estaba adecuado, recomiendo la ruta",4.0,7,55,1,2,Positivo
7f17d721,2024-04-16 03:22:00,Bus Interurbano,Subus,Desconocido,Macul,"Tomé metro en quilicura, la ruta fue rápida",4.0,6,59,3,2,Positivo
01088fc7,2024-11-07 01:33:00,Metrotren,Desconocido,Desconocido,Cerrillos,Poca frecuencia,1.0,17,24,2,0,Negativo
510e3061,2024-09-12 19:05:00,Metro,Desconocido,L6,Conchalí,"Viajé por trolebús, mucha aglomeración",2.0,17,47,0,0,Negativo
60b36b58,2025-04-20 17:16:00,Trolebús,Desconocido,Desconocido,Maipú,"La ruta fue rápida, recomiendo la ruta",5.0,3,29,3,0,Positivo
05b1e188,2024-02-10 11:50:00,Trolebús,Desconocido,Desconocido,Pedro Aguirre Cerda,Desconocido,5.0,5,40,10,0,Positivo
8cb165f5,2024-06-21 03:29:00,Bus Interurbano,Alsacia,Desconocido,Independencia,"En hora punta tarde con clima nublado, mal olor en el vagón, deberían mejorar el servicio",2.0,13,35,1,1,Negativo
5f6662a7,2025-01-20 07:29:00,Metro,Desconocido,L1,San Miguel,"Tomé metrotren en peñalolén, en hora punta tarde con clima soleado, mucha aglomeración",2.0,12,28,3,2,Negativo
4f16bead,2025-07-03 01:02:00,Red Bus,Redbus,Desconocido,Estación Central,"En mediodía con clima viento, mal olor en el vagón, deberían mejorar el servicio",2.0,25,33,2,2,Negativo
5161ea2b,2024-12-10 05:24:00,Bus Interurbano,Redbus,Desconocido,Huechuraba,"En mediodía con clima lluvia, el chofer manejaba brusco",1.0,14,42,0,1,Negativo
47a84ada,2025-04-17 19:37:00,Bus Interurbano,Subus,Desconocido,Estación Central,"El metro estaba limpio, recomiendo la ruta",5.0,2,37,9,0,Positivo
753e5c37,2024-07-15 09:07:00,Red Bus,Stp,Desconocido,Independencia,Bajó mucha gente en la estación,3.0,5,37,0,2,Neutro
742eaa3a,2025-01-13 20:51:00,Red Bus,Redbus,Desconocido,Cerrillos,"Viajé por trolebús, ruidos molestos",2.0,22,22,2,2,Negativo
3fbf6a2b,2025-05-14 15:54:00,Metro,Desconocido,L1,La Pintana,"Viajé por metro, el aire acondicionado estaba adecuado",5.0,11,27,7,0,Positivo
94fa1519,2024-03-15 09:19:00,Red Bus,Subus,Desconocido,La Florida,"Viajé por metro, en hora punta mañana con clima viento, el tiempo de espera fue bajo",5.0,5,24,0,0,Positivo
f39177cb,2024-07-27 22:20:00,Bus Interurbano,Redbus,Desconocido,La Pintana,"En mediodía con clima nublado, demora excesiva",2.0,19,48,4,1,Negativo
ce644a49,2024-12-14 05:38:00,Metro,Desconocido,L6,Estación Central,"Viajé por red bus, en hora punta tarde con clima soleado, me sentí inseguro por discusión entre pasajeros",2.0,19,69,2,0,Negativo
2109eba2,2024-07-29 01:02:00,Trolebús,Desconocido,Desconocido,Lo Barnechea,"En hora punta tarde con clima nublado, la señalética estaba clara, recomiendo la ruta",4.0,12,31,3,2,Positivo
82965154,2024-06-02 21:51:00,Trolebús,Desconocido,Desconocido,Pedro Aguirre Cerda,"Tomé red bus en la pintana, el conductor fue amable, recomiendo la ruta",4.0,3,26,0,0,Positivo
3109723a,2024-06-24 06:32:00,Metrotren,Desconocido,Desconocido,Huechuraba,"Viajé por trolebús, el bus se saltó la parada",2.0,20,43,9,0,Negativo
88b2f3f0,2024-04-21 21:17:00,Trolebús,Desconocido,Desconocido,La Pintana,"Tomé metrotren en renca, el bus llegó a tiempo",4.0,0,25,0,1,Positivo
02b39328,2024-10-26 09:33:00,Bus Interurbano,Redbus,Desconocido,Las Condes,"Tomé bus interurbano en san miguel, el bus llegó a tiempo",5.0,13,32,5,1,Positivo
9b8a01c2,2024-11-12 15:17:00,Metro,Desconocido,L5,Ñuñoa,"Viajé por bus interurbano, en hora punta tarde con clima lluvia, el bus llegó a tiempo, recomiendo la ruta",4.0,8,31,3,0,Positivo
571c88b9,2024-12-02 09:51:00,Bus Interurbano,Subus,Desconocido,Independencia,"Viajé por metro, el aire acondicionado no funcionaba",2.0,15,29,0,0,Negativo
e3771e14,2024-04-23 20:05:00,Red Bus,Subus,Desconocido,Ñuñoa,"Tomé bus interurbano en ñuñoa, los asientos estaban disponibles",4.0,14,29,0,0,Positivo
c1c46843,2024-12-23 05:08:00,Red Bus,Subus,Desconocido,Puente Alto,"Tomé metrotren en lo barnechea, en mediodía con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",5.0,6,28,6,1,Positivo
803e5579,2025-01-15 18:05:00,Metrotren,Desconocido,Desconocido,Quilicura,"Tomé trolebús en pedro aguirre cerda, en hora punta mañana con clima lluvia, el aire acondicionado estaba adecuado",4.0,5,44,7,0,Positivo
a50057c2,2024-04-29 11:21:00,Metrotren,Desconocido,Desconocido,Recoleta,"Tomé trolebús en maipú, en noche con clima lluvia, mal olor en el vagón",1.0,15,26,7,2,Negativo
3e902b27,2024-09-14 20:38:00,Trolebús,Desconocido,Desconocido,Peñalolén,"Tomé trolebús en puente alto, en hora punta mañana con clima lluvia, el viaje fue normal",3.0,9,44,5,0,Neutro
403e9024,2024-08-25 06:50:00,Metro,Desconocido,L5,Lo Barnechea,"Tomé trolebús en peñalolén, en noche con clima viento, mucha aglomeración, deberían mejorar el servicio",1.0,11,38,14,1,Negativo
649f758e,2025-01-06 16:24:00,Trolebús,Desconocido,Desconocido,Conchalí,"Tomé red bus en macul, en hora punta tarde con clima nublado, no hubo novedades",3.0,16,28,3,1,Neutro
6356a9a5,2024-10-07 18:10:00,Trolebús,Desconocido,Desconocido,Estación Central,"Viajé por trolebús, en mediodía con clima lluvia, hubo un leve retraso",3.0,15,41,10,0,Neutro
f3737e2d,2024-01-18 09:53:00,Metro,Desconocido,L4,Quilicura,"Tomé metrotren en recoleta, en hora punta tarde con clima lluvia, bajó mucha gente en la estación",3.0,8,28,7,0,Neutro
39db8e51,2025-04-24 00:12:00,Trolebús,Desconocido,Desconocido,Ñuñoa,"Tomé red bus en san bernardo, no hubo novedades",3.0,11,35,6,1,Neutro
349ea238,2024-05-25 21:52:00,Metro,Desconocido,L4A,Lo Barnechea,"Tomé trolebús en san bernardo, en mediodía con clima nublado, el conductor fue amable",4.0,14,5,7,0,Positivo
cfc22342,2024-09-27 08:31:00,Trolebús,Desconocido,Desconocido,Lo Barnechea,"Tomé metro en peñalolén, en hora punta mañana con clima nublado, me tocó ir de pie parte del trayecto",3.0,7,38,3,3,Neutro
cb353495,2024-04-24 08:12:00,Metrotren,Desconocido,Desconocido,Peñalolén,"Tomé trolebús en maipú, poca frecuencia",1.0,22,29,0,1,Negativo
39d5785c,2024-07-13 02:28:00,Bus Interurbano,Metbus,Desconocido,Providencia,"Tomé bus interurbano en independencia, el conductor fue amable, recomiendo la ruta",4.0,7,47,6,1,Positivo
c768e672,2025-06-22 09:05:00,Metro,Desconocido,L4,Cerrillos,"Tomé metro en conchalí, la señalética estaba clara, recomiendo la ruta",4.0,12,20,11,0,Positivo
16d1a9db,2024-02-01 14:05:00,Trolebús,Desconocido,Desconocido,Maipú,"Tomé trolebús en la pintana, el tiempo de espera fue bajo",4.0,6,21,8,0,Positivo
f722157f,2025-03-29 20:13:00,Trolebús,Desconocido,Desconocido,Pedro Aguirre Cerda,"En hora punta mañana con clima lluvia, me sentí inseguro por discusión entre pasajeros",2.0,18,25,10,2,Negativo
38da5f46,2025-03-08 13:08:00,Red Bus,Alsacia,Desconocido,Independencia,"En hora punta mañana con clima viento, mucha aglomeración, deberían mejorar el servicio",2.0,28,37,9,1,Negativo
92091883,2025-04-25 23:37:00,Red Bus,Alsacia,Desconocido,La Pintana,"Viajé por metrotren, mucha aglomeración",2.0,14,35,0,0,Negativo
6551e632,2024-07-20 12:36:00,Red Bus,Alsacia,Desconocido,Independencia,"Viajé por metro, hubo una detención prolongada sin explicación",1.0,24,44,0,3,Negativo
041093d8,2025-03-29 15:56:00,Red Bus,Stp,Desconocido,Desconocido,"Viajé por metrotren, en hora punta tarde con clima nublado, cambio de andén de último minuto",3.0,11,38,4,2,Neutro
27e14de2,2024-04-29 21:41:00,Metro,Desconocido,L4A,Peñalolén,"Viajé por red bus, en noche con clima soleado, mal olor en el vagón",1.0,22,48,7,1,Negativo
1cedba78,2024-07-10 17:18:00,Red Bus,Metbus,Desconocido,Desconocido,"Tomé red bus en pedro aguirre cerda, en hora punta mañana con clima lluvia, bajó mucha gente en la estación",3.0,13,25,10,0,Neutro
40c49815,2025-07-04 00:42:00,Metro,Desconocido,L4,San Miguel,"Tomé trolebús en maipú, el aire acondicionado no funcionaba",2.0,16,21,7,0,Negativo
b57994a4,2025-02-18 01:23:00,Red Bus,Alsacia,Desconocido,Lo Barnechea,"Viajé por metro, en hora punta mañana con clima nublado, mal olor en el vagón, deberían mejorar el servicio",2.0,16,5,11,0,Negativo
c0763dab,2024-02-23 09:52:00,Trolebús,Desconocido,Desconocido,Independencia,"Viajé por trolebús, no hubo novedades",3.0,11,23,8,0,Neutro
d32034e1,2024-07-15 06:16:00,Metrotren,Desconocido,Desconocido,Santiago Centro,"El aire acondicionado estaba adecuado, recomiendo la ruta",4.0,5,39,4,0,Positivo
c2234b4c,2024-09-03 08:49:00,Metrotren,Desconocido,Desconocido,San Bernardo,"Tomé metro en maipú, en hora punta mañana con clima soleado, el tiempo de espera fue bajo, recomiendo la ruta",5.0,9,27,6,1,Positivo
6941ba3a,2024-07-04 16:13:00,Bus Interurbano,Redbus,Desconocido,La Pintana,"Viajé por trolebús, mucha aglomeración, deberían mejorar el servicio",2.0,13,37,6,0,Negativo
9818ace9,2024-11-21 04:53:00,Metro,Desconocido,L1,Maipú,"Tomé red bus en independencia, en hora punta mañana con clima soleado, los asientos estaban disponibles",5.0,8,31,2,2,Positivo
d4de5c0a,2024-10-31 20:47:00,Trolebús,Desconocido,Desconocido,Providencia,"Viajé por metro, en noche con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",4.0,2,12,6,2,Positivo
23e54098,2024-08-21 20:10:00,Bus Interurbano,Redbus,Desconocido,Santiago Centro,"Viajé por metro, me tocó ir de pie parte del trayecto",3.0,11,45,10,0,Neutro
d2154ae5,2024-05-18 14:08:00,Trolebús,Desconocido,Desconocido,Recoleta,"Viajé por metro, el aire acondicionado estaba adecuado",4.0,2,52,3,1,Positivo
0d59b3c2,2025-03-01 14:58:00,Metrotren,Desconocido,Desconocido,Macul,"Tomé metrotren en lo barnechea, mal olor en el vagón, deberían mejorar el servicio",2.0,18,37,10,3,Negativo
0107ad6e,2024-07-21 20:03:00,Red Bus,Subus,Desconocido,Quilicura,"Tomé bus interurbano en pedro aguirre cerda, el bus se saltó la parada",2.0,19,45,4,1,Negativo
b393c295,2025-04-20 21:26:00,Metrotren,Desconocido,Desconocido,Conchalí,"En mediodía con clima soleado, el bus llegó a tiempo, recomiendo la ruta",5.0,14,17,2,0,Positivo
686cac72,2025-03-31 19:47:00,Metro,Desconocido,L4,Independencia,"Tomé metrotren en santiago centro, mucha aglomeración",2.0,13,38,3,0,Negativo
1ac29be0,2024-02-28 05:43:00,Trolebús,Desconocido,Desconocido,Estación Central,"Viajé por metrotren, el aire acondicionado estaba adecuado",5.0,14,37,11,1,Positivo
37f75e43,2024-04-28 06:50:00,Trolebús,Desconocido,Desconocido,Huechuraba,"Los asientos estaban disponibles, recomiendo la ruta",4.0,6,27,0,0,Positivo
e088bda6,2024-06-01 00:18:00,Metrotren,Desconocido,Desconocido,San Miguel,"Tomé metrotren en macul, el bus llegó a tiempo",3.0,5,33,7,1,Neutro
1406988a,2024-11-01 02:22:00,Red Bus,Metbus,Desconocido,Peñalolén,"Tomé metro en la florida, el chofer manejaba brusco, deberían mejorar el servicio",1.0,13,23,3,1,Negativo
dec47003,2025-06-20 06:59:00,Bus Interurbano,Redbus,Desconocido,San Bernardo,"Viajé por red bus, en noche con clima soleado, hubo una detención prolongada sin explicación",2.0,12,39,0,1,Negativo
bf52e23c,2025-01-31 05:27:00,Bus Interurbano,Vule,Desconocido,Ñuñoa,El chofer manejaba brusco,1.0,15,34,6,1,Negativo
ce0f9bcb,2025-06-16 17:36:00,Trolebús,Desconocido,Desconocido,Huechuraba,"Tomé metro en conchalí, en hora punta mañana con clima viento, bajó mucha gente en la estación",3.0,24,38,6,2,Neutro
c7c1a8e8,2025-05-20 10:12:00,Metro,Desconocido,L1,Santiago Centro,"Viajé por trolebús, en noche con clima nublado, cambio de andén de último minuto",3.0,16,33,2,0,Neutro
df419a76,2024-04-01 19:57:00,Trolebús,Desconocido,Desconocido,Ñuñoa,"Tomé bus interurbano en renca, en hora punta mañana con clima nublado, el tiempo de espera fue bajo, recomiendo la ruta",4.0,13,26,2,3,Positivo
fbea9ff1,2024-11-11 07:14:00,Red Bus,Stp,Desconocido,Lo Barnechea,"Viajé por red bus, en hora punta mañana con clima lluvia, mucha aglomeración",2.0,9,31,2,1,Negativo
0dd0b6ce,2024-01-17 05:05:00,Red Bus,Redbus,Desconocido,Conchalí,"En hora punta mañana con clima nublado, el bus se saltó la parada",2.0,18,16,2,2,Negativo
2e8e15d8,2025-03-05 18:02:00,Bus Interurbano,Redbus,Desconocido,Puente Alto,Desconocido,5.0,10,45,0,1,Positivo
fb7c232a,2024-03-15 21:07:00,Metrotren,Desconocido,Desconocido,San Bernardo,Me sentí seguro durante el viaje,4.0,12,29,0,0,Positivo
08bf6ac3,2025-02-14 02:46:00,Metro,Desconocido,L6,La Pintana,"Tomé red bus en puente alto, el bus se saltó la parada",2.0,11,30,3,0,Negativo
25b05e56,2024-09-08 06:14:00,Red Bus,Subus,Desconocido,Quilicura,"Tomé bus interurbano en recoleta, en hora punta mañana con clima viento, cambio de andén de último minuto",3.0,9,15,2,0,Neutro
69aa645b,2025-04-16 18:51:00,Metro,Desconocido,L4,Conchalí,Me sentí seguro durante el viaje,5.0,15,32,11,1,Positivo
960a642e,2024-02-12 00:31:00,Metro,Desconocido,L3,Cerrillos,"En hora punta mañana con clima soleado, ruidos molestos",1.0,13,41,10,0,Negativo
9caa4aeb,2025-04-19 07:28:00,Metro,Desconocido,L4A,Las Condes,"En noche con clima lluvia, ruidos molestos",2.0,16,21,13,1,Negativo
287aa7f5,2024-09-28 08:18:00,Trolebús,Desconocido,Desconocido,Providencia,"En noche con clima lluvia, poca frecuencia, deberían mejorar el servicio",2.0,13,38,4,3,Negativo
d61bc5ae,2025-05-18 14:03:00,Metro,Desconocido,L3,Conchalí,"En noche con clima nublado, me sentí seguro durante el viaje",3.0,4,29,7,0,Neutro
fee0bd21,2024-05-23 00:14:00,Trolebús,Desconocido,Desconocido,Las Condes,"Viajé por red bus, muy buen servicio, recomiendo la ruta",4.0,15,45,0,0,Positivo
06665eeb,2025-03-26 02:18:00,Bus Interurbano,Alsacia,Desconocido,Huechuraba,"En noche con clima soleado, cambio de andén de último minuto",3.0,7,49,5,2,Neutro
e1c43139,2024-04-09 01:57:00,Metrotren,Desconocido,Desconocido,Lo Barnechea,"Viajé por bus interurbano, en hora punta mañana con clima nublado, el bus se saltó la parada, deberían mejorar el servicio",1.0,8,41,5,1,Negativo
7e205205,2025-04-25 02:36:00,Metro,Desconocido,L1,Providencia,"Viajé por trolebús, hubo fiscalización",3.0,10,30,6,0,Neutro
a6a47c93,2024-03-11 21:39:00,Red Bus,Subus,Desconocido,Santiago Centro,"Tomé red bus en puente alto, en noche con clima viento, no hubo novedades",3.0,7,37,7,0,Neutro
026edc78,2025-03-28 21:59:00,Trolebús,Desconocido,Desconocido,Huechuraba,"Viajé por red bus, en mediodía con clima soleado, la ruta fue rápida, recomiendo la ruta",4.0,0,32,3,0,Positivo
129cd41d,2024-09-10 10:33:00,Trolebús,Desconocido,Desconocido,Providencia,"Tomé metro en pedro aguirre cerda, en noche con clima nublado, la señalética estaba clara, recomiendo la ruta",5.0,3,48,6,0,Positivo
18651cac,2025-01-07 18:30:00,Red Bus,Redbus,Desconocido,La Florida,"Tomé trolebús en macul, en hora punta mañana con clima soleado, el conductor fue amable, recomiendo la ruta",4.0,16,53,0,0,Positivo
4e2448b4,2025-05-20 13:03:00,Metrotren,Desconocido,Desconocido,Providencia,"Tomé metro en cerrillos, el viaje fue normal",3.0,19,50,7,3,Neutro
5d43897c,2024-03-30 12:17:00,Bus Interurbano,Redbus,Desconocido,Independencia,"Tomé red bus en lo barnechea, me sentí inseguro por discusión entre pasajeros, deberían mejorar el servicio",1.0,20,41,10,1,Negativo
0ffaf80f,2024-09-06 20:19:00,Red Bus,Subus,Desconocido,San Bernardo,"En hora punta tarde con clima lluvia, me sentí inseguro por discusión entre pasajeros",1.0,14,21,3,1,Negativo
c3e3166f,2024-06-08 18:43:00,Trolebús,Desconocido,Desconocido,Peñalolén,"Viajé por metro, demora excesiva",2.0,17,28,0,1,Negativo
df8cecc5,2024-01-16 01:17:00,Red Bus,Alsacia,Desconocido,Puente Alto,"Viajé por metrotren, hubo fiscalización",3.0,8,40,4,1,Neutro
d1d93f39,2024-11-05 12:20:00,Bus Interurbano,Alsacia,Desconocido,Providencia,"Viajé por metrotren, en hora punta mañana con clima lluvia, cambio de andén de último minuto",3.0,7,49,0,0,Neutro
a00cd9ae,2024-03-13 02:43:00,Trolebús,Desconocido,Desconocido,Quilicura,"Tomé metrotren en conchalí, el bus se saltó la parada, deberían mejorar el servicio",2.0,19,40,0,1,Negativo
1176e9dd,2024-10-06 21:26:00,Bus Interurbano,Redbus,Desconocido,Peñalolén,"En hora punta mañana con clima nublado, mucha aglomeración",1.0,30,45,2,1,Negativo
c6fb6644,2025-03-23 08:41:00,Trolebús,Desconocido,Desconocido,Desconocido,"En mediodía con clima lluvia, cambio de andén de último minuto",3.0,13,16,6,0,Neutro
0ba929b5,2024-12-01 00:21:00,Red Bus,Alsacia,Desconocido,Lo Barnechea,"Mucha aglomeración, deberían mejorar el servicio",1.0,15,20,0,2,Negativo
c47050f2,2025-06-22 02:15:00,Metro,Desconocido,L5,La Pintana,"Viajé por trolebús, en hora punta tarde con clima soleado, hubo fiscalización",3.0,10,31,9,0,Neutro
dbf8a0c0,2025-02-26 18:43:00,Metrotren,Desconocido,Desconocido,Ñuñoa,"Viajé por red bus, los asientos estaban disponibles, recomiendo la ruta",4.0,16,36,0,1,Positivo
6d6974d3,2024-07-14 00:12:00,Metrotren,Desconocido,Desconocido,La Pintana,Mal olor en el vagón,1.0,10,33,5,1,Negativo
c1b09827,2024-05-31 03:17:00,Trolebús,Desconocido,Desconocido,Independencia,"Tomé trolebús en conchalí, el aire acondicionado estaba adecuado",4.0,6,22,5,1,Positivo
48a5bd0b,2024-09-25 23:32:00,Bus Interurbano,Metbus,Desconocido,San Miguel,"En hora punta mañana con clima lluvia, me tocó ir de pie parte del trayecto",3.0,12,33,7,1,Neutro
f329c6b9,2024-04-25 19:25:00,Red Bus,Metbus,Desconocido,Macul,Desconocido,3.0,21,29,1,1,Neutro
8a7dfb07,2024-12-27 12:42:00,Bus Interurbano,Vule,Desconocido,Ñuñoa,"Tomé bus interurbano en la florida, en noche con clima soleado, el chofer manejaba brusco, deberían mejorar el servicio",3.0,5,28,0,0,Neutro
3bdf9686,2024-04-19 01:16:00,Red Bus,Redbus,Desconocido,Ñuñoa,"Viajé por red bus, en hora punta mañana con clima nublado, el metro estaba limpio",4.0,14,19,0,0,Positivo
3707e42b,2024-01-23 04:20:00,Trolebús,Desconocido,Desconocido,Las Condes,"Tomé metrotren en huechuraba, en hora punta mañana con clima viento, me tocó ir de pie parte del trayecto",3.0,11,22,0,0,Neutro
99ea1d95,2024-04-07 20:17:00,Metrotren,Desconocido,Desconocido,San Miguel,"Tomé trolebús en ñuñoa, en hora punta mañana con clima viento, el chofer manejaba brusco",2.0,21,37,5,1,Negativo
6aad245d,2025-04-26 05:43:00,Metrotren,Desconocido,Desconocido,Desconocido,"Tomé trolebús en ñuñoa, el chofer manejaba brusco, deberían mejorar el servicio",2.0,8,34,9,0,Negativo
e271d55b,2024-12-15 04:39:00,Metro,Desconocido,L6,Desconocido,"Tomé metro en conchalí, en hora punta mañana con clima soleado, mal olor en el vagón",1.0,11,22,7,1,Negativo
f87981db,2025-01-12 15:45:00,Red Bus,Vule,Desconocido,San Bernardo,"Viajé por bus interurbano, la ruta fue rápida",4.0,7,35,2,0,Positivo
392d17c3,2025-02-19 11:24:00,Red Bus,Redbus,Desconocido,Las Condes,El chofer manejaba brusco,1.0,30,35,3,0,Negativo
5cc2f2e8,2024-03-17 03:37:00,Bus Interurbano,Redbus,Desconocido,Pedro Aguirre Cerda,"Viajé por metrotren, en hora punta tarde con clima viento, no hubo novedades",3.0,17,22,3,1,Neutro
992fe633,2024-05-05 22:07:00,Metrotren,Desconocido,Desconocido,La Florida,Poca frecuencia,2.0,19,31,1,1,Negativo
1a7518e7,2024-07-25 00:41:00,Trolebús,Desconocido,Desconocido,Renca,"Tomé red bus en lo barnechea, en hora punta mañana con clima viento, el aire acondicionado estaba adecuado",4.0,11,27,6,0,Positivo
f36dbfa9,2024-01-21 16:46:00,Red Bus,Redbus,Desconocido,La Pintana,"Tomé metro en quilicura, hubo fiscalización",3.0,17,22,2,1,Neutro
