id,fecha,medio_transporte,empresa_bus,linea_metro,barrio,review_text,rating,tiempo_espera_min,duracion_viaje_min,likes,respuestas
7b50ff14,2024-05-08 16:01:00,Bus Interurbano,Alsacia,,Macul,"En noche con clima nublado, ruidos molestos",1.0,18,27,1,0
a025244a,2025-01-24 22:38:00,Trolebús,,,La Pintana,"En hora punta tarde con clima soleado, poca frecuencia, deberían mejorar el servicio",2.0,23,46,5,1
18dae4f5,2024-07-20 07:31:00,MetroTren,,,Recoleta,"Tomé bus interurbano en estación central, en mediodía con clima viento, el bus se saltó la parada, deberían mejorar el servicio",1.0,19,38,6,0
c8e6395f,2025-04-30 08:26:00,Metro,,L6,Macul,"Viajé por trolebús, me sentí seguro durante el viaje",4.0,4,17,6,1
dea363d7,2025-05-02 05:24:00,Bus Interurbano,Vule,,Quilicura,"Tomé bus interurbano en san bernardo, en mediodía con clima soleado, el aire acondicionado estaba adecuado",5.0,6,37,6,1
0a694a4a,2024-04-21 06:20:00,MetroTren,,,La Pintana,"Viajé por metrotren, en hora punta tarde con clima nublado, ruidos molestos",1.0,14,25,10,3
2598300a,2024-07-22 00:30:00,Bus Interurbano,Metbus,,Cerrillos,"Tomé trolebús en maipú, en hora punta mañana con clima soleado, mucha aglomeración",2.0,23,41,4,1
3bffbc83,2024-01-29 08:35:00,Red Bus,Subus,,Santiago Centro,"Viajé por bus interurbano, en noche con clima soleado, hubo un leve retraso",3.0,7,31,2,0
a9aba012,2024-04-13 15:53:00,Red Bus,STP,,Ñuñoa,"Viajé por metro, en mediodía con clima viento, hubo una detención prolongada sin explicación",1.0,11,34,1,2
918ffe84,2024-10-21 05:48:00,Metro,,L4A,Renca,"Viajé por metro, en noche con clima lluvia, muy buen servicio",,8,51,0,2
ef4e8177,2024-11-10 18:32:00,Trolebús,,,Estación Central,Me sentí inseguro por discusión entre pasajeros,2.0,21,43,8,2
3324acf9,2025-01-25 10:14:00,Trolebús,,,Pedro Aguirre Cerda,"Viajé por red bus, el chofer manejaba brusco",2.0,14,25,9,1
8a0defd7,2024-10-23 06:22:00,MetroTren,,,Huechuraba,"Viajé por bus interurbano, en mediodía con clima lluvia, el metro estaba limpio",4.0,9,33,3,0
fc0a0b81,2024-10-02 19:32:00,MetroTren,,,Cerrillos,"En hora punta tarde con clima viento, el aire acondicionado estaba adecuado, recomiendo la ruta",4.0,7,55,1,2
7f17d721,2024-04-16 03:22:00,Bus Interurbano,Subus,,Macul,"Tomé metro en quilicura, la ruta fue rápida",4.0,6,59,3,2
01088fc7,2024-11-07 01:33:00,MetroTren,,,Cerrillos,Poca frecuencia,1.0,17,24,2,0
510e3061,2024-09-12 19:05:00,Metro,,L6,Conchalí,"Viajé por trolebús, mucha aglomeración",2.0,17,47,0,0
60b36b58,2025-04-20 17:16:00,Trolebús,,,Maipú,"La ruta fue rápida, recomiendo la ruta",5.0,3,29,3,0
05b1e188,2024-02-10 11:50:00,Trolebús,,,Pedro Aguirre Cerda,,5.0,5,40,10,0
8cb165f5,2024-06-21 03:29:00,Bus Interurbano,Alsacia,,Independencia,"En hora punta tarde con clima nublado, mal olor en el vagón, deberían mejorar el servicio",2.0,13,35,1,1
5f6662a7,2025-01-20 07:29:00,Metro,,L1,San Miguel,"Tomé metrotren en peñalolén, en hora punta tarde con clima soleado, mucha aglomeración",2.0,12,28,3,2
4f16bead,2025-07-03 01:02:00,Red Bus,Redbus,,Estación Central,"En mediodía con clima viento, mal olor en el vagón, deberían mejorar el servicio",2.0,25,33,2,2
5161ea2b,2024-12-10 05:24:00,Bus Interurbano,Redbus,,Huechuraba,"En mediodía con clima lluvia, el chofer manejaba brusco",1.0,14,42,0,1
47a84ada,2025-04-17 19:37:00,Bus Interurbano,Subus,,Estación Central,"El metro estaba limpio, recomiendo la ruta",5.0,2,37,9,0
753e5c37,2024-07-15 09:07:00,Red Bus,STP,,Independencia,Bajó mucha gente en la estación,3.0,5,37,0,2
742eaa3a,2025-01-13 20:51:00,Red Bus,Redbus,,Cerrillos,"Viajé por trolebús, ruidos molestos",2.0,22,22,2,2
3fbf6a2b,2025-05-14 15:54:00,Metro,,L1,La Pintana,"Viajé por metro, el aire acondicionado estaba adecuado",5.0,11,27,7,0
94fa1519,2024-03-15 09:19:00,Red Bus,Subus,,La Florida,"Viajé por metro, en hora punta mañana con clima viento, el tiempo de espera fue bajo",5.0,5,24,0,0
f39177cb,2024-07-27 22:20:00,Bus Interurbano,Redbus,,La Pintana,"En mediodía con clima nublado, demora excesiva",2.0,19,48,4,1
ce644a49,2024-12-14 05:38:00,Metro,,L6,Estación Central,"Viajé por red bus, en hora punta tarde con clima soleado, me sentí inseguro por discusión entre pasajeros",2.0,19,69,2,0
2109eba2,2024-07-29 01:02:00,Trolebús,,,Lo Barnechea,"En hora punta tarde con clima nublado, la señalética estaba clara, recomiendo la ruta",4.0,12,31,3,2
82965154,2024-06-02 21:51:00,Trolebús,,,Pedro Aguirre Cerda,"Tomé red bus en la pintana, el conductor fue amable, recomiendo la ruta",4.0,3,26,0,0
1e7b651b,2024-08-23 02:54:00,Bus Interurbano,Alsacia,,Maipú,"Tomé metro en lo barnechea, sistema de pago falló, deberían mejorar el servicio",2.0,19,37,4,0
3109723a,2024-06-24 06:32:00,MetroTren,,,Huechuraba,"Viajé por trolebús, el bus se saltó la parada",2.0,20,43,9,0
88b2f3f0,2024-04-21 21:17:00,Trolebús,,,La Pintana,"Tomé metrotren en renca, el bus llegó a tiempo",4.0,0,25,0,1
02b39328,2024-10-26 09:33:00,Bus Interurbano,Redbus,,Las Condes,"Tomé bus interurbano en san miguel, el bus llegó a tiempo",5.0,13,32,5,1
9b8a01c2,2024-11-12 15:17:00,Metro,,L5,Ñuñoa,"Viajé por bus interurbano, en hora punta tarde con clima lluvia, el bus llegó a tiempo, recomiendo la ruta",4.0,8,31,3,0
571c88b9,2024-12-02 09:51:00,Bus Interurbano,Subus,,Independencia,"Viajé por metro, el aire acondicionado no funcionaba",2.0,15,29,0,0
e3771e14,2024-04-23 20:05:00,Red Bus,Subus,,Ñuñoa,"Tomé bus interurbano en ñuñoa, los asientos estaban disponibles",4.0,14,29,0,0
c1c46843,2024-12-23 05:08:00,Red Bus,Subus,,Puente Alto,"Tomé metrotren en lo barnechea, en mediodía con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",5.0,6,28,6,1
803e5579,2025-01-15 18:05:00,MetroTren,,,Quilicura,"Tomé trolebús en pedro aguirre cerda, en hora punta mañana con clima lluvia, el aire acondicionado estaba adecuado",4.0,5,44,7,0
a50057c2,2024-04-29 11:21:00,MetroTren,,,Recoleta,"Tomé trolebús en maipú, en noche con clima lluvia, mal olor en el vagón",1.0,15,26,7,2
3e902b27,2024-09-14 20:38:00,Trolebús,,,Peñalolén,"Tomé trolebús en puente alto, en hora punta mañana con clima lluvia, el viaje fue normal",3.0,9,44,5,0
403e9024,2024-08-25 06:50:00,Metro,,L5,Lo Barnechea,"Tomé trolebús en peñalolén, en noche con clima viento, mucha aglomeración, deberían mejorar el servicio",1.0,11,38,14,1
649f758e,2025-01-06 16:24:00,Trolebús,,,Conchalí,"Tomé red bus en macul, en hora punta tarde con clima nublado, no hubo novedades",3.0,16,28,3,1
6356a9a5,2024-10-07 18:10:00,Trolebús,,,Estación Central,"Viajé por trolebús, en mediodía con clima lluvia, hubo un leve retraso",,15,41,10,0
f3737e2d,2024-01-18 09:53:00,Metro,,L4,Quilicura,"Tomé metrotren en recoleta, en hora punta tarde con clima lluvia, bajó mucha gente en la estación",3.0,8,28,7,0
39db8e51,2025-04-24 00:12:00,Trolebús,,,Ñuñoa,"Tomé red bus en san bernardo, no hubo novedades",3.0,11,35,6,1
349ea238,2024-05-25 21:52:00,Metro,,L4A,Lo Barnechea,"Tomé trolebús en san bernardo, en mediodía con clima nublado, el conductor fue amable",4.0,14,5,7,0
cfc22342,2024-09-27 08:31:00,Trolebús,,,Lo Barnechea,"Tomé metro en peñalolén, en hora punta mañana con clima nublado, me tocó ir de pie parte del trayecto",3.0,7,38,3,3
cb353495,2024-04-24 08:12:00,MetroTren,,,Peñalolén,"Tomé trolebús en maipú, poca frecuencia",1.0,22,29,0,1
39d5785c,2024-07-13 02:28:00,Bus Interurbano,Metbus,,Providencia,"Tomé bus interurbano en independencia, el conductor fue amable, recomiendo la ruta",4.0,7,47,6,1
c768e672,2025-06-22 09:05:00,Metro,,L4,Cerrillos,"Tomé metro en conchalí, la señalética estaba clara, recomiendo la ruta",4.0,12,20,11,0
16d1a9db,2024-02-01 14:05:00,Trolebús,,,Maipú,"Tomé trolebús en la pintana, el tiempo de espera fue bajo",4.0,6,21,8,0
f722157f,2025-03-29 20:13:00,Trolebús,,,Pedro Aguirre Cerda,"En hora punta mañana con clima lluvia, me sentí inseguro por discusión entre pasajeros",2.0,18,25,10,2
38da5f46,2025-03-08 13:08:00,Red Bus,Alsacia,,Independencia,"En hora punta mañana con clima viento, mucha aglomeración, deberían mejorar el servicio",2.0,28,37,9,1
92091883,2025-04-25 23:37:00,Red Bus,Alsacia,,La Pintana,"Viajé por metrotren, mucha aglomeración",2.0,14,35,0,0
6551e632,2024-07-20 12:36:00,Red Bus,Alsacia,,Independencia,"Viajé por metro, hubo una detención prolongada sin explicación",1.0,24,44,0,3
041093d8,2025-03-29 15:56:00,Red Bus,STP,,,"Viajé por metrotren, en hora punta tarde con clima nublado, cambio de andén de último minuto",3.0,11,38,4,2
27e14de2,2024-04-29 21:41:00,Metro,,L4A,Peñalolén,"Viajé por red bus, en noche con clima soleado, mal olor en el vagón",1.0,22,48,7,1
1cedba78,2024-07-10 17:18:00,Red Bus,Metbus,,,"Tomé red bus en pedro aguirre cerda, en hora punta mañana con clima lluvia, bajó mucha gente en la estación",3.0,13,25,10,0
40c49815,2025-07-04 00:42:00,Metro,,L4,San Miguel,"Tomé trolebús en maipú, el aire acondicionado no funcionaba",2.0,16,21,7,0
b57994a4,2025-02-18 01:23:00,Red Bus,Alsacia,,Lo Barnechea,"Viajé por metro, en hora punta mañana con clima nublado, mal olor en el vagón, deberían mejorar el servicio",2.0,16,5,11,0
c0763dab,2024-02-23 09:52:00,Trolebús,,,Independencia,"Viajé por trolebús, no hubo novedades",,11,23,8,0
d32034e1,2024-07-15 06:16:00,MetroTren,,,Santiago Centro,"El aire acondicionado estaba adecuado, recomiendo la ruta",4.0,5,39,4,0
c2234b4c,2024-09-03 08:49:00,MetroTren,,,San Bernardo,"Tomé metro en maipú, en hora punta mañana con clima soleado, el tiempo de espera fue bajo, recomiendo la ruta",5.0,9,27,6,1
6941ba3a,2024-07-04 16:13:00,Bus Interurbano,Redbus,,La Pintana,"Viajé por trolebús, mucha aglomeración, deberían mejorar el servicio",2.0,13,37,6,0
9818ace9,2024-11-21 04:53:00,Metro,,L1,Maipú,"Tomé red bus en independencia, en hora punta mañana con clima soleado, los asientos estaban disponibles",5.0,8,31,2,2
d4de5c0a,2024-10-31 20:47:00,Trolebús,,,Providencia,"Viajé por metro, en noche con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",4.0,2,12,6,2
23e54098,2024-08-21 20:10:00,Bus Interurbano,Redbus,,Santiago Centro,"Viajé por metro, me tocó ir de pie parte del trayecto",3.0,11,45,10,0
d2154ae5,2024-05-18 14:08:00,Trolebús,,,Recoleta,"Viajé por metro, el aire acondicionado estaba adecuado",4.0,2,52,3,1
0d59b3c2,2025-03-01 14:58:00,MetroTren,,,Macul,"Tomé metrotren en lo barnechea, mal olor en el vagón, deberían mejorar el servicio",2.0,18,37,10,3
0107ad6e,2024-07-21 20:03:00,Red Bus,Subus,,Quilicura,"Tomé bus interurbano en pedro aguirre cerda, el bus se saltó la parada",2.0,19,45,4,1
b393c295,2025-04-20 21:26:00,MetroTren,,,Conchalí,"En mediodía con clima soleado, el bus llegó a tiempo, recomiendo la ruta",5.0,14,17,2,0
686cac72,2025-03-31 19:47:00,Metro,,L4,Independencia,"Tomé metrotren en santiago centro, mucha aglomeración",2.0,13,38,3,0
1ac29be0,2024-02-28 05:43:00,Trolebús,,,Estación Central,"Viajé por metrotren, el aire acondicionado estaba adecuado",5.0,14,37,11,1
37f75e43,2024-04-28 06:50:00,Trolebús,,,Huechuraba,"Los asientos estaban disponibles, recomiendo la ruta",4.0,6,27,0,0
e088bda6,2024-06-01 00:18:00,MetroTren,,,San Miguel,"Tomé metrotren en macul, el bus llegó a tiempo",,5,33,7,1
1406988a,2024-11-01 02:22:00,Red Bus,Metbus,,Peñalolén,"Tomé metro en la florida, el chofer manejaba brusco, deberían mejorar el servicio",1.0,13,23,3,1
dec47003,2025-06-20 06:59:00,Bus Interurbano,Redbus,,San Bernardo,"Viajé por red bus, en noche con clima soleado, hubo una detención prolongada sin explicación",2.0,12,39,0,1
bf52e23c,2025-01-31 05:27:00,Bus Interurbano,Vule,,Ñuñoa,El chofer manejaba brusco,1.0,15,34,6,1
ce0f9bcb,2025-06-16 17:36:00,Trolebús,,,Huechuraba,"Tomé metro en conchalí, en hora punta mañana con clima viento, bajó mucha gente en la estación",3.0,24,38,6,2
c7c1a8e8,2025-05-20 10:12:00,Metro,,L1,Santiago Centro,"Viajé por trolebús, en noche con clima nublado, cambio de andén de último minuto",3.0,16,33,2,0
df419a76,2024-04-01 19:57:00,Trolebús,,,Ñuñoa,"Tomé bus interurbano en renca, en hora punta mañana con clima nublado, el tiempo de espera fue bajo, recomiendo la ruta",4.0,13,26,2,3
fbea9ff1,2024-11-11 07:14:00,Red Bus,STP,,Lo Barnechea,"Viajé por red bus, en hora punta mañana con clima lluvia, mucha aglomeración",2.0,9,31,2,1
0dd0b6ce,2024-01-17 05:05:00,Red Bus,Redbus,,Conchalí,"En hora punta mañana con clima nublado, el bus se saltó la parada",2.0,18,16,2,2
2e8e15d8,2025-03-05 18:02:00,Bus Interurbano,Redbus,,Puente Alto,,5.0,10,45,0,1
fb7c232a,2024-03-15 21:07:00,MetroTren,,,San Bernardo,Me sentí seguro durante el viaje,4.0,12,29,0,0
08bf6ac3,2025-02-14 02:46:00,Metro,,L6,La Pintana,"Tomé red bus en puente alto, el bus se saltó la parada",2.0,11,30,3,0
25b05e56,2024-09-08 06:14:00,Red Bus,Subus,,Quilicura,"Tomé bus interurbano en recoleta, en hora punta mañana con clima viento, cambio de andén de último minuto",3.0,9,15,2,0
69aa645b,2025-04-16 18:51:00,Metro,,L4,Conchalí,Me sentí seguro durante el viaje,5.0,15,32,11,1
3cbe13aa,2024-05-22 10:33:00,Metro,,L3,Peñalolén,El viaje fue normal,3.0,11,52,0,0
960a642e,2024-02-12 00:31:00,Metro,,L3,Cerrillos,"En hora punta mañana con clima soleado, ruidos molestos",1.0,13,41,10,0
9caa4aeb,2025-04-19 07:28:00,Metro,,L4A,Las Condes,"En noche con clima lluvia, ruidos molestos",2.0,16,21,13,1
287aa7f5,2024-09-28 08:18:00,Trolebús,,,Providencia,"En noche con clima lluvia, poca frecuencia, deberían mejorar el servicio",2.0,13,38,4,3
d61bc5ae,2025-05-18 14:03:00,Metro,,L3,Conchalí,"En noche con clima nublado, me sentí seguro durante el viaje",,4,29,7,0
fee0bd21,2024-05-23 00:14:00,Trolebús,,,Las Condes,"Viajé por red bus, muy buen servicio, recomiendo la ruta",4.0,15,45,0,0
06665eeb,2025-03-26 02:18:00,Bus Interurbano,Alsacia,,Huechuraba,"En noche con clima soleado, cambio de andén de último minuto",3.0,7,49,5,2
e1c43139,2024-04-09 01:57:00,MetroTren,,,Lo Barnechea,"Viajé por bus interurbano, en hora punta mañana con clima nublado, el bus se saltó la parada, deberían mejorar el servicio",1.0,8,41,5,1
7e205205,2025-04-25 02:36:00,Metro,,L1,Providencia,"Viajé por trolebús, hubo fiscalización",3.0,10,30,6,0
a6a47c93,2024-03-11 21:39:00,Red Bus,Subus,,Santiago Centro,"Tomé red bus en puente alto, en noche con clima viento, no hubo novedades",3.0,7,37,7,0
026edc78,2025-03-28 21:59:00,Trolebús,,,Huechuraba,"Viajé por red bus, en mediodía con clima soleado, la ruta fue rápida, recomiendo la ruta",4.0,0,32,3,0
129cd41d,2024-09-10 10:33:00,Trolebús,,,Providencia,"Tomé metro en pedro aguirre cerda, en noche con clima nublado, la señalética estaba clara, recomiendo la ruta",5.0,3,48,6,0
18651cac,2025-01-07 18:30:00,Red Bus,Redbus,,La Florida,"Tomé trolebús en macul, en hora punta mañana con clima soleado, el conductor fue amable, recomiendo la ruta",4.0,16,53,0,0
4e2448b4,2025-05-20 13:03:00,MetroTren,,,Providencia,"Tomé metro en cerrillos, el viaje fue normal",3.0,19,50,7,3
5d43897c,2024-03-30 12:17:00,Bus Interurbano,Redbus,,Independencia,"Tomé red bus en lo barnechea, me sentí inseguro por discusión entre pasajeros, deberían mejorar el servicio",1.0,20,41,10,1
0ffaf80f,2024-09-06 20:19:00,Red Bus,Subus,,San Bernardo,"En hora punta tarde con clima lluvia, me sentí inseguro por discusión entre pasajeros",1.0,14,21,3,1
c3e3166f,2024-06-08 18:43:00,Trolebús,,,Peñalolén,"Viajé por metro, demora excesiva",2.0,17,28,0,1
df8cecc5,2024-01-16 01:17:00,Red Bus,Alsacia,,Puente Alto,"Viajé por metrotren, hubo fiscalización",3.0,8,40,4,1
d1d93f39,2024-11-05 12:20:00,Bus Interurbano,Alsacia,,Providencia,"Viajé por metrotren, en hora punta mañana con clima lluvia, cambio de andén de último minuto",3.0,7,49,0,0
a00cd9ae,2024-03-13 02:43:00,Trolebús,,,Quilicura,"Tomé metrotren en conchalí, el bus se saltó la parada, deberían mejorar el servicio",2.0,19,40,0,1
1176e9dd,2024-10-06 21:26:00,Bus Interurbano,Redbus,,Peñalolén,"En hora punta mañana con clima nublado, mucha aglomeración",1.0,30,45,2,1
c6fb6644,2025-03-23 08:41:00,Trolebús,,,,"En mediodía con clima lluvia, cambio de andén de último minuto",3.0,13,16,6,0
0ba929b5,2024-12-01 00:21:00,Red Bus,Alsacia,,Lo Barnechea,"Mucha aglomeración, deberían mejorar el servicio",1.0,15,20,0,2
c47050f2,2025-06-22 02:15:00,Metro,,L5,La Pintana,"Viajé por trolebús, en hora punta tarde con clima soleado, hubo fiscalización",3.0,10,31,9,0
dbf8a0c0,2025-02-26 18:43:00,MetroTren,,,Ñuñoa,"Viajé por red bus, los asientos estaban disponibles, recomiendo la ruta",4.0,16,36,0,1
6d6974d3,2024-07-14 00:12:00,MetroTren,,,La Pintana,Mal olor en el vagón,1.0,10,33,5,1
c1b09827,2024-05-31 03:17:00,Trolebús,,,Independencia,"Tomé trolebús en conchalí, el aire acondicionado estaba adecuado",4.0,6,22,5,1
48a5bd0b,2024-09-25 23:32:00,Bus Interurbano,Metbus,,San Miguel,"En hora punta mañana con clima lluvia, me tocó ir de pie parte del trayecto",3.0,12,33,7,1
f329c6b9,2024-04-25 19:25:00,Red Bus,Metbus,,Macul,,,21,29,1,1
8a7dfb07,2024-12-27 12:42:00,Bus Interurbano,Vule,,Ñuñoa,"Tomé bus interurbano en la florida, en noche con clima soleado, el chofer manejaba brusco, deberían mejorar el servicio",,5,28,0,0
3bdf9686,2024-04-19 01:16:00,Red Bus,Redbus,,Ñuñoa,"Viajé por red bus, en hora punta mañana con clima nublado, el metro estaba limpio",4.0,14,19,0,0
3707e42b,2024-01-23 04:20:00,Trolebús,,,Las Condes,"Tomé metrotren en huechuraba, en hora punta mañana con clima viento, me tocó ir de pie parte del trayecto",,11,22,0,0
99ea1d95,2024-04-07 20:17:00,MetroTren,,,San Miguel,"Tomé trolebús en ñuñoa, en hora punta mañana con clima viento, el chofer manejaba brusco",2.0,21,37,5,1
6aad245d,2025-04-26 05:43:00,MetroTren,,,,"Tomé trolebús en ñuñoa, el chofer manejaba brusco, deberían mejorar el servicio",2.0,8,34,9,0
e271d55b,2024-12-15 04:39:00,Metro,,L6,,"Tomé metro en conchalí, en hora punta mañana con clima soleado, mal olor en el vagón",1.0,11,22,7,1
f87981db,2025-01-12 15:45:00,Red Bus,Vule,,San Bernardo,"Viajé por bus interurbano, la ruta fue rápida",4.0,7,35,2,0
0ffaf80f,2024-09-06 20:19:00,Red Bus,Subus,,San Bernardo,"En hora punta tarde con clima lluvia, me sentí inseguro por discusión entre pasajeros",1.0,14,21,3,1
392d17c3,2025-02-19 11:24:00,Red Bus,Redbus,,Las Condes,El chofer manejaba brusco,1.0,30,35,3,0
5cc2f2e8,2024-03-17 03:37:00,Bus Interurbano,Redbus,,Pedro Aguirre Cerda,"Viajé por metrotren, en hora punta tarde con clima viento, no hubo novedades",3.0,17,22,3,1
992fe633,2024-05-05 22:07:00,MetroTren,,,La Florida,Poca frecuencia,2.0,19,31,1,1
1a7518e7,2024-07-25 00:41:00,Trolebús,,,Renca,"Tomé red bus en lo barnechea, en hora punta mañana con clima viento, el aire acondicionado estaba adecuado",4.0,11,27,6,0
f36dbfa9,2024-01-21 16:46:00,Red Bus,Redbus,,La Pintana,"Tomé metro en quilicura, hubo fiscalización",3.0,17,22,2,1
8b0a9b05,2024-12-22 19:22:00,Metro,,L4,Santiago Centro,"Tomé bus interurbano en quilicura, en hora punta tarde con clima viento, bajó mucha gente en la estación",3.0,10,34,6,1
4a7d7ef8,2024-08-05 07:26:00,Metro,,L5,Independencia,El aire acondicionado estaba adecuado,,1,30,4,2
53ec5df3,2025-03-31 16:18:00,Bus Interurbano,Metbus,,Maipú,"Tomé metro en santiago centro, en noche con clima lluvia, poca frecuencia",1.0,18,38,15,0
ac421284,2024-06-13 12:41:00,MetroTren,,,Macul,"Viajé por trolebús, en hora punta tarde con clima soleado, el viaje fue normal",3.0,8,38,13,1
d1eb7518,2024-05-02 13:15:00,Metro,,L6,Santiago Centro,"Viajé por trolebús, en noche con clima viento, los asientos estaban disponibles",4.0,6,39,13,1
fa0f8689,2025-03-21 18:36:00,MetroTren,,,San Bernardo,"En mediodía con clima lluvia, hubo una detención prolongada sin explicación, deberían mejorar el servicio",1.0,10,45,6,0
9c5d090d,2025-05-11 18:55:00,Bus Interurbano,Vule,,Renca,"Tomé trolebús en las condes, en noche con clima viento, el bus se saltó la parada",1.0,17,49,7,0
69e24060,2024-01-19 11:49:00,Bus Interurbano,Redbus,,Renca,"Viajé por metro, en hora punta mañana con clima soleado, el tiempo de espera fue bajo",4.0,7,58,0,0
f0216054,2025-01-09 05:05:00,Trolebús,,,La Florida,Me tocó ir de pie parte del trayecto,3.0,8,26,10,0
3721e6f6,2024-05-10 03:00:00,Metro,,L4A,Las Condes,"En hora punta tarde con clima nublado, hubo una detención prolongada sin explicación",2.0,25,43,11,1
3fee9a79,2024-09-22 10:50:00,Red Bus,Metbus,,Macul,"Tomé bus interurbano en santiago centro, me sentí seguro durante el viaje",4.0,14,33,10,1
42916d14,2024-03-23 04:50:00,Red Bus,Redbus,,Estación Central,"Viajé por metrotren, en hora punta mañana con clima viento, el chofer manejaba brusco, deberían mejorar el servicio",1.0,7,22,1,1
944555f5,2024-11-03 11:53:00,Trolebús,,,Maipú,"Viajé por metrotren, en noche con clima nublado, poca frecuencia",2.0,17,31,9,0
9981d103,2025-06-24 01:24:00,Bus Interurbano,Redbus,,Recoleta,"Tomé red bus en estación central, en mediodía con clima soleado, cambio de andén de último minuto",3.0,11,31,5,2
840f59c6,2024-09-27 07:08:00,Trolebús,,,Ñuñoa,"Viajé por red bus, me sentí seguro durante el viaje",4.0,6,20,0,0
bceef038,2025-04-23 02:05:00,Red Bus,Redbus,,Providencia,"Viajé por red bus, en noche con clima soleado, el aire acondicionado estaba adecuado",4.0,0,40,0,2
aed75bd4,2024-03-06 18:20:00,Trolebús,,,Las Condes,"Tomé bus interurbano en estación central, bajó mucha gente en la estación",3.0,7,47,5,2
b5b1ae83,2024-03-30 09:10:00,Red Bus,Alsacia,,Quilicura,"En hora punta tarde con clima soleado, me sentí seguro durante el viaje",4.0,10,47,9,4
0922cf3d,2024-06-11 13:13:00,Trolebús,,,Maipú,Mucha aglomeración,2.0,16,51,9,0
0a08b036,2024-01-13 15:58:00,Red Bus,Alsacia,,Santiago Centro,"En hora punta tarde con clima lluvia, me sentí seguro durante el viaje",5.0,0,45,4,1
53c8b0d9,2024-06-27 18:39:00,Bus Interurbano,Redbus,,La Florida,"Sistema de pago falló, deberían mejorar el servicio",1.0,19,19,3,2
f98021b6,2024-09-09 00:59:00,Red Bus,STP,,Renca,"En hora punta mañana con clima soleado, el chofer manejaba brusco",1.0,23,10,3,1
6c153bb2,2025-04-11 11:34:00,Metro,,L6,La Pintana,La aplicación funcionó perfecto,4.0,5,5,6,1
85927768,2024-03-25 00:20:00,MetroTren,,,Huechuraba,"En noche con clima nublado, el chofer manejaba brusco, deberían mejorar el servicio",2.0,19,31,4,1
d23d1556,2024-08-23 07:36:00,Red Bus,Metbus,,Ñuñoa,"Tomé trolebús en renca, en noche con clima soleado, ruidos molestos",,20,26,6,1
ba79f868,2024-11-11 17:03:00,Bus Interurbano,Vule,,San Miguel,"Me sentí seguro durante el viaje, recomiendo la ruta",5.0,10,35,5,0
bb81ba4d,2025-07-02 14:31:00,MetroTren,,,Conchalí,"Viajé por red bus, en hora punta tarde con clima viento, el viaje fue normal",,21,38,6,0
f0c4a9c0,2024-09-19 16:28:00,Metro,,L6,San Miguel,"En noche con clima nublado, poca frecuencia",2.0,12,44,5,0
95b6c45a,2024-03-27 13:23:00,Metro,,L4A,Pedro Aguirre Cerda,"Viajé por red bus, en noche con clima viento, el aire acondicionado estaba adecuado",5.0,1,29,5,0
cb623be4,2024-07-25 15:42:00,MetroTren,,,Conchalí,"En noche con clima soleado, el aire acondicionado estaba adecuado",5.0,11,31,1,1
c4ce994a,2025-02-14 23:19:00,Trolebús,,,La Pintana,"En hora punta tarde con clima nublado, hubo un leve retraso",3.0,11,31,0,1
02fb464d,2025-06-07 14:20:00,Bus Interurbano,Vule,,Pedro Aguirre Cerda,"Viajé por metrotren, el tiempo de espera fue bajo, recomiendo la ruta",5.0,9,41,10,0
1328758d,2025-01-03 12:45:00,MetroTren,,,Puente Alto,Sistema de pago falló,2.0,18,39,5,0
da83ffd7,2025-01-23 02:16:00,Trolebús,,,Recoleta,"Viajé por trolebús, en hora punta mañana con clima viento, demora excesiva",2.0,18,26,7,0
caa2c731,2025-01-06 15:20:00,Bus Interurbano,STP,,Recoleta,"Viajé por trolebús, el aire acondicionado no funcionaba",1.0,13,34,1,0
18f214ee,2024-07-21 12:18:00,Bus Interurbano,Redbus,,Ñuñoa,"En noche con clima viento, el aire acondicionado estaba adecuado",4.0,11,47,1,1
4e172261,2025-01-03 17:19:00,Bus Interurbano,Metbus,,Ñuñoa,"Viajé por metrotren, en hora punta mañana con clima viento, hubo fiscalización",3.0,1,34,1,0
1f6172b3,2024-05-25 10:55:00,MetroTren,,,Quilicura,"Viajé por bus interurbano, en hora punta tarde con clima soleado, la aplicación funcionó perfecto, recomiendo la ruta",,11,26,10,0
a5b5221a,2025-05-02 04:38:00,Bus Interurbano,STP,,Peñalolén,"En noche con clima soleado, el bus se saltó la parada",1.0,6,38,3,0
8c5e1ba9,2025-06-06 10:47:00,Bus Interurbano,Subus,,Santiago Centro,"Viajé por metrotren, el chofer manejaba brusco",1.0,14,40,8,0
dcb7c157,2024-02-05 11:06:00,MetroTren,,,La Pintana,,1.0,22,36,7,0
2b87967f,2024-12-27 08:30:00,Red Bus,Alsacia,,Renca,"Viajé por metro, el metro estaba limpio, recomiendo la ruta",4.0,4,37,7,1
1869573f,2025-03-22 06:34:00,Bus Interurbano,Metbus,,Recoleta,"Tomé red bus en recoleta, mal olor en el vagón",2.0,15,40,11,0
6e1fb89d,2024-04-30 16:59:00,Bus Interurbano,STP,,Lo Barnechea,,4.0,3,37,5,0
